Tuned time [Ma],Foram bent δ13C [‰ PDB] (VPDB),Foram bent δ18O [‰ PDB] (VPDB)
22.573555,1.66,2.1374
22.57608,1.72,2.2663
22.578605,1.78,2.358
22.58113,1.66,2.0524
22.583654,1.64,2.1029
22.586179,1.73,2.0262
22.591228,1.67,1.9933
22.593753,1.52,1.8914
22.596278,1.53,1.8578
22.598803,1.46,1.8904
22.601327,1.58,2.0049
22.603852,1.35,2.0237
22.606377,1.17,1.8677
22.608902,1.34,1.7779
22.611426,1.48,2.0704
22.613951,1.29,1.8993
22.616476,1.39,1.8075
22.619001,1.5,2.0237
22.621525,1.61,2.0051
22.62405,1.46,1.9504
22.626575,1.46,2.032
22.629099,1.51,1.8393
22.631624,1.51,1.8251
22.634149,1.47,1.871
22.636674,1.42,1.8172
22.639198,1.63,2.089
22.641723,1.38,1.6882
22.644248,1.33,1.9743
22.654347,1.27,1.783
22.656871,1.31,1.8934
22.662931,1.33,1.59
22.665455,1.46,1.75
22.66798,1.66,1.55
22.670429,1.49,1.88
22.672571,1.68,1.58
22.674714,1.62,1.68
22.676857,1.57,1.54
22.679,1.34,1.67
22.681143,1.53,1.57
22.683286,1.66,1.84
22.685428,1.45,1.39
22.689714,1.59,1.54
22.691857,1.44,1.75
22.694,1.46,1.79
22.696143,1.6,1.98
22.698285,1.39,1.82
22.700428,1.5,1.41
22.702571,1.43,1.91
22.704714,1.63,1.6
22.706857,1.54,1.56
22.709,1.27,1.63
22.711142,1.41,1.64
22.715428,1.3,1.71
22.719714,1.31,2.1
22.721856,1.57,1.92
22.723999,1.55,1.9
22.726142,1.56,2.01
22.728285,1.13,1.83
22.730428,1.23,1.78
22.732571,1.41,1.89
22.734713,1.21,1.77
22.736856,1.23,1.69
22.738999,1.54,1.77
22.741142,1.37,1.78
22.743285,1.61,1.84
22.745428,1.6,1.74
22.74757,1.57,1.85
22.750129,1.49,1.98
22.752793,1.46,1.72
22.755456,1.36,1.87
22.758119,1.37,1.78
22.760782,1.62,1.53
22.766108,1.4,1.86
22.768771,1.45,1.58
22.771434,1.51,1.71
22.774097,1.36,1.82
22.77676,1.51,1.99
22.782087,1.33,1.67
22.78475,1.49,1.84
22.787413,1.39,1.89
22.790076,1.23,1.57
22.792419,1.36,1.41
22.795402,1.35,1.45
22.798065,1.51,1.58
22.800728,1.37,1.5
22.803391,1.26,1.43
22.806055,1.39,1.54
22.808718,1.41,1.59
22.811381,1.08,1.44
22.814044,1.14,1.31
22.816707,1.52,1.5
22.81937,1.29,1.43
22.822033,1.56,2.03
22.824696,1.5,1.81
22.827359,1.32,1.68
22.830022,1.48,1.83
22.832686,1.41,1.81
22.835349,1.63,1.66
22.838012,1.48,2.1
22.840675,1.46,1.92
22.843338,1.44,2.06
22.846001,1.6,2.11
22.848289,1.37,2.13
22.850577,1.47,2.02
22.852865,1.46,2.16
22.855153,1.53,2.05
22.857442,1.64,2.09
22.85973,1.5,2.01
22.862018,1.58,1.86
22.864306,1.41,1.98
22.866594,1.31,1.87
22.868882,1.38,1.81
22.87117,1.23,1.96
22.873458,1.21,1.76
22.875746,1.16,1.76
22.878035,1.36,1.8
22.880323,1.15,1.72
22.884899,1.64,1.74
22.887187,1.39,1.84
22.891763,1.35,1.75
22.894051,1.4,1.77
22.89634,1.22,1.69
22.898628,1.52,1.53
22.900916,1.32,1.64
22.903204,1.49,1.61
22.905492,1.73,1.78
22.90778,1.49,1.51
22.910068,1.42,1.76
22.912356,1.12,1.84
22.914644,1.41,1.82
22.916933,1.69,1.68
22.919221,1.6,1.87
22.921509,1.52,1.83
22.923797,1.68,1.85
22.926085,1.44,1.86
22.928373,1.18,1.77
22.930661,1.47,2.08
22.932949,1.59,2.15
22.935237,1.56,2.04
22.937251,1.66,2.22
22.939814,1.62,2.13
22.942102,1.76,2.14
22.946678,1.34,1.86
22.948966,1.58,2.07
22.951254,1.63,2.05
22.953542,1.85,2.11
22.956202,1.4,1.93
22.958955,1.5,1.97
22.961708,1.73,2.09
22.964461,1.61,1.77
22.967213,1.8,1.96
22.969966,1.52,1.94
22.972719,1.75,1.84
22.975472,1.8,1.84
22.978225,1.51,1.73
22.980978,1.59,1.6
22.98373,1.29,1.62
22.986483,1.81,1.73
22.989236,1.58,1.9
22.991989,1.44,1.61
22.994742,1.83,1.73
22.997494,1.29,1.88
23.000247,1.48,1.61
23.003,1.69,2.07
23.005753,1.46,2.01
23.008506,1.56,2.2
23.011258,1.18,1.81
23.014011,1.8,2.02
23.016764,1.79,2.12
23.02227,1.77,2.28
23.025022,1.52,1.94
23.027775,1.68,2.24
23.030528,1.79,2.41
23.033281,1.81,2.21
23.033281,1.62,2.2403
23.036034,1.56,2.2513
23.036364,1.33,2.34
23.038787,1.62,2.3713
23.039337,1.56,2.13
23.041539,1.54,2.3903
23.04242,1.85,2.37
23.044292,1.57,2.2983
23.045393,1.88,2.4
23.047045,1.46,2.3013
23.048476,1.77,2.44
23.049798,1.55,2.2493
23.051449,1.85,2.38
23.052413,1.58,2.2523
23.053898,1.61,2.36
23.054475,1.49,2.3433
23.056125,1.84,2.37
23.056538,1.55,2.3183
23.058435,1.7,2.18
23.0586,1.68,2.2733
23.060663,1.87,2.2
23.060663,1.78,2.2833
23.062725,1.68,2.2963
23.062973,1.82,1.89
23.064788,1.63,2.3313
23.0652,1.64,2.0
23.06685,1.58,2.1873
23.06751,1.57,2.19
23.068913,1.76,2.2553
23.069738,1.54,2.19
23.070975,1.68,2.2673
23.072048,1.4,2.22
23.073038,1.85,2.2773
23.074275,1.95,2.39
23.0751,1.73,2.3423
23.076585,1.63,2.27
23.077163,1.65,2.3053
23.078813,1.44,2.31
23.079225,1.59,2.3263
23.081123,1.77,2.23
23.081288,1.52,2.3473
23.08335,1.89,2.35
23.08335,1.62,2.3427
23.085413,1.63,2.3436
23.08566,1.39,2.2
23.087475,1.52,2.33
23.087888,1.67,2.26
23.089538,1.69,2.284
23.090198,1.78,2.36
23.091435,1.45,2.2842
23.093663,1.51,2.2364
23.095725,1.55,2.3446
23.097788,1.57,2.3104
23.09985,1.44,2.2392
23.101913,1.51,2.0757
23.103975,1.51,2.2249
23.106038,1.62,2.433
23.1081,1.64,2.2457
23.110163,1.51,2.2855
23.112225,1.63,2.2273
23.114288,1.59,2.0961
23.11635,1.49,2.1581
23.118541,1.58,2.2278
23.121247,1.41,2.2786
23.123954,1.52,2.0753
23.12666,1.49,2.1216
23.129366,1.56,2.1534
23.132072,1.55,2.1082
23.134778,1.35,2.0409
23.137484,1.42,2.0728
23.140191,1.39,2.2157
23.142897,1.6,2.148
23.145603,1.51,2.1325
23.148309,1.51,2.1183
23.151015,1.53,2.0512
23.153721,1.54,2.1185
23.156428,1.43,2.1107
23.159134,1.49,2.3469
23.16184,1.32,1.8831
23.164546,1.34,2.1472
23.167252,1.41,1.959
23.169959,1.23,1.823
23.172665,1.25,1.665
23.175371,1.41,1.938
23.178077,1.39,1.932
23.180783,1.35,2.009
23.183489,1.51,1.911
23.186196,1.39,1.74
23.188902,1.39,1.856
23.191608,1.38,1.598
23.194314,1.44,1.721
23.19702,1.55,1.884
23.199726,1.59,2.213
23.202433,1.49,2.242
23.205139,1.37,1.904
23.207845,1.37,2.009
23.210551,1.51,2.162
23.213257,1.39,2.044
23.215963,1.39,1.796
23.21867,1.43,2.108
23.221376,1.47,2.042
23.224082,1.36,1.889
23.226788,1.43,2.17
23.229494,1.37,2.02
23.2322,1.44,1.947
23.234907,1.36,1.857
23.237613,1.39,1.854
23.240319,1.36,1.822
23.243025,1.08,1.55
23.245515,1.5,2.156
23.248438,1.21,1.796
23.251144,1.06,1.697
23.25385,1.11,1.7585
23.256556,1.01,1.669
23.259262,1.07,1.5837
23.261968,0.93,1.5437
23.264675,0.88,1.601
23.267381,1.04,1.5677
23.270087,0.89,1.764
23.272793,0.92,1.5057
23.275499,0.95,1.531
23.278205,1.02,1.4927
23.280912,1.1,1.5967
23.283618,1.25,1.6457
23.286324,1.21,1.7667
23.28903,0.96,1.575
23.291736,0.98,1.4317
23.294442,0.83,1.547
23.299855,1.02,1.78
23.302561,1.01,1.952
23.305267,1.09,1.5947
23.307973,1.05,1.873
23.310679,1.0,1.708
23.318798,0.92,1.8497
23.321504,1.27,1.799
23.32421,1.2,1.686
23.326917,1.05,1.7157
23.328923,1.1,1.6722
23.330464,0.96,1.8657
23.332005,1.2,1.7317
23.333546,1.25,1.7607
23.335086,1.24,1.8351
23.336627,1.16,1.7497
23.338168,0.9,1.7657
23.339708,1.12,1.6744
23.341249,1.19,1.7282
23.345871,1.17,1.9146
23.347412,1.2,1.872
23.348953,1.11,1.9224
23.350493,1.16,1.9478
23.352034,0.98,1.4522
23.353575,1.26,1.7367
23.355116,1.18,1.6671
23.356656,1.21,1.7635
23.359738,1.09,1.6873
23.361278,1.11,1.5627
23.362819,1.14,1.5911
23.36436,0.92,1.6445
23.365901,1.01,1.6369
23.367441,0.98,1.6303
23.368982,0.95,1.6003
23.370523,1.02,1.7095
23.372063,1.02,1.6365
23.376686,1.01,1.5437
23.379767,1.07,1.4209
23.381308,1.09,1.7594
23.384389,0.97,1.3856
23.389011,0.88,1.6294
23.390552,1.26,1.818
23.392093,1.27,1.8066
23.395174,1.23,1.8635
23.398255,1.32,1.6563
23.399796,1.32,1.605
23.401337,1.35,1.6958
23.402878,1.37,1.7009
23.404418,1.43,1.6621
23.40904,1.43,1.6794
23.410581,1.39,1.6125
23.412122,1.47,1.6723
23.413663,1.44,1.6907
23.415203,1.3,1.7713
23.416744,1.33,1.6381
23.418285,1.4,1.7259
23.419825,1.43,1.8262
23.421366,1.33,1.8176
23.422907,1.49,1.9748
23.424448,1.38,1.8079
23.425988,1.45,1.5236
23.427529,1.44,1.8574
23.43061,1.27,1.6291
23.432151,1.2,1.8243
23.433692,1.43,1.9261
23.435528,1.42,1.6707
23.437439,1.54,1.9946
23.439349,1.4,1.5028
23.441259,1.41,1.7779
23.44317,1.52,1.8474
23.44508,1.27,1.5466
23.44699,1.45,1.6726
23.448901,1.57,1.5539
23.452721,1.26,1.6891
23.456542,1.29,1.711
23.458453,1.4,1.6351
23.460363,1.32,1.8041
23.462273,1.37,1.839
23.464184,1.43,1.8489
23.466094,1.31,1.6958
23.468004,1.5,1.7555
23.471825,1.48,1.8921
23.473583,1.41,1.67
23.475646,1.5,1.8222
23.477556,1.41,1.9294
23.481377,1.48,1.7657
23.487108,1.57,1.7955
23.489018,1.56,1.7644
23.490929,1.3,1.8084
23.494749,1.53,1.8296
23.49666,1.48,1.7873
23.49857,1.42,1.7308
23.502391,1.5,1.8087
23.504301,1.44,1.6436
23.506211,1.4,2.1135
23.508122,1.26,2.1004
23.510032,1.43,1.6677
23.513853,1.38,1.9958
23.515999,1.38,2.081
23.518499,1.45,1.8373
23.524999,1.67,1.73
23.527499,1.49,1.77
23.529999,1.6,1.84
23.532499,1.39,1.7
23.534999,1.36,1.65
23.537499,1.5,1.79
23.539999,1.47,1.96
23.547499,1.26,1.93
23.549999,1.42,1.88
23.552499,1.11,1.88
23.554999,1.31,2.11
23.557499,1.18,1.97
23.565,1.32,1.8
23.57,1.25,1.99
23.5725,1.49,1.82
23.575,1.5,1.68
23.5775,1.37,1.76
23.58,1.26,1.95
23.5825,1.35,1.78
23.585,1.29,1.76
23.5875,1.09,1.73
23.59,1.2,2.01
23.5925,1.37,1.93
23.595,1.27,1.96
23.5975,1.26,2.06
23.6,1.54,1.85
23.602761,1.24,1.91
23.605696,1.29,1.86
23.60863,1.33,1.87
23.611565,1.18,1.78
23.6145,0.97,1.76
23.617435,1.15,1.58
23.62037,1.36,1.75
23.623304,1.16,1.75
23.626239,1.26,1.74
23.629174,1.23,1.65
23.632109,1.26,1.56
23.637978,1.07,1.64
23.640913,1.05,1.7
23.643848,1.26,1.84
23.646783,1.2,1.97
23.649717,1.16,1.71
23.6523,1.27,2.01
23.656174,1.07,1.61
23.659109,1.24,1.6
23.662043,1.25,1.68
23.664978,1.2,1.95
23.667913,1.18,1.51
23.670848,1.03,1.59
23.673783,1.25,1.73
23.676717,0.79,1.78
23.679652,0.81,1.89
23.682587,1.08,1.74
23.685522,0.8,1.63
23.691391,0.9,1.74
23.694326,1.02,1.63
23.700196,1.01,1.84
23.70313,0.72,1.35
23.706065,0.82,1.22
23.712372,0.85,1.7
23.715744,0.89,1.52
23.719116,0.92,1.6
23.722488,0.91,1.27
23.729233,1.0,1.44
23.732605,0.82,1.56
23.742721,0.86,1.48
23.746093,1.0,1.33
23.749465,0.88,1.25
23.752838,0.82,1.27
23.75621,0.67,1.19
23.759582,0.77,1.24
23.762954,1.04,1.55
23.766326,0.88,1.62
23.769698,0.82,1.45
23.77307,0.91,1.4
23.776442,0.79,1.54
23.779815,0.97,1.59
23.786559,0.95,1.83
23.789931,0.81,1.47
23.793303,0.91,1.39
23.796675,1.12,1.66
23.800047,0.85,1.55
23.803419,0.95,1.47
23.806792,1.23,1.57
23.810164,1.09,1.5
23.813536,1.04,1.42
23.816908,1.01,1.53
23.82028,1.05,1.6
23.823652,1.17,1.65
23.826251,1.05,1.49
23.828334,1.07,1.79
23.838751,1.32,1.73
23.840834,1.24,1.48
23.842918,1.39,1.64
23.845001,1.25,1.45
23.847084,1.36,1.64
23.849168,1.39,1.56
23.851251,1.26,1.55
23.853334,1.35,1.54
23.855418,1.43,1.76
23.857501,1.1,1.63
23.859584,1.1,1.53
23.861668,1.1,1.75
23.863751,1.08,1.71
23.865834,1.28,1.77
23.867918,1.3,1.64
23.872084,1.24,1.44
23.874168,1.04,1.42
23.876251,0.89,1.5
23.878334,1.19,1.39
23.880418,1.13,1.3
23.882501,1.06,1.3
23.884584,1.27,1.53
23.886668,1.19,1.41
23.888751,1.32,1.48
23.890834,1.22,1.58
23.892918,1.35,1.86
23.895001,1.33,1.7
23.897084,1.32,1.76
23.899168,0.99,1.71
23.901251,1.18,1.68
23.903334,1.16,1.58
23.90693,1.31,1.67
23.90886,1.08,1.44
23.910789,1.29,1.78
23.912718,1.37,1.73
23.914648,1.06,1.48
23.9159,1.03,1.52
23.916577,1.2,1.46
23.9172,1.22,1.74
23.9185,1.15,1.75
23.918506,1.28,1.65
23.9199,1.24,1.65
23.920436,1.3,1.69
23.9212,1.23,1.5
23.922365,1.19,1.81
23.9225,0.95,1.68
23.9252,1.28,1.75
23.9265,1.17,1.8
23.9279,1.2,1.56
23.9295,1.15,1.76
23.9312,1.17,1.55
23.9329,1.16,1.71
23.9347,1.23,1.7
23.937,1.25,1.49
23.9392,1.22,1.58
23.9414,1.24,1.59
23.9436,1.36,1.69
23.9441,1.33,1.69
23.9463,1.22,1.73
23.9488,1.22,1.54
23.9514,1.18,1.72
23.9539,1.2,1.54
23.9564,1.09,1.4
23.9589,1.24,1.47
23.9615,1.25,1.46
23.964,1.3,1.6
23.9666,1.33,1.77
23.9693,1.37,1.77
23.972,1.11,1.55
23.9747,1.06,1.6
23.9774,1.18,1.59
23.9801,1.29,1.77
23.9827,1.14,1.83
23.9854,0.92,1.66
23.9881,1.04,1.64
23.9908,1.01,1.55
23.9935,1.14,1.65
23.9961,0.85,1.6
23.9988,0.93,1.6
24.0015,0.88,1.43
24.0042,0.8,1.44
24.0069,0.99,1.42
24.0096,1.07,1.64
24.0122,0.99,1.5
24.0157,0.91,1.54
24.0191,0.93,1.54
24.0224,0.91,1.5
24.0258,0.81,1.43
24.0291,0.8,1.41
24.0324,0.72,1.67
24.0357,0.95,1.67
24.0391,1.07,1.6
24.0426,0.97,1.63
24.0459,1.03,1.41
24.0499,0.93,1.37
24.0541,0.85,1.48
24.0583,0.94,1.39
24.0625,1.09,1.74
24.0668,0.93,1.69
24.071,0.93,1.69
24.0754,0.8,1.67
24.0797,0.83,1.64
24.08287,1.04,1.7383
24.0839,0.89,1.53
24.085327,1.06,1.7294
24.087784,1.03,1.525
24.0879,0.85,1.69
24.090241,0.97,1.7243
24.0913,0.88,1.74
24.092698,0.98,1.654
24.097612,0.97,1.6095
24.100069,1.1,1.6562
24.102525,0.97,1.6419
24.104982,0.87,1.7039
24.107439,0.88,1.5091
24.109896,0.98,1.644
24.112353,1.03,1.6216
24.117267,0.87,1.3949
24.119724,0.97,1.5555
24.12218,0.98,1.6456
24.124637,1.04,1.5416
24.127094,0.91,1.3782
24.129551,1.06,1.609
24.134465,1.23,1.7521
24.136922,0.98,1.5207
24.139379,1.02,1.4453
24.141835,1.02,1.5466
24.144292,1.06,1.6131
24.146749,1.03,1.6189
24.149206,0.98,1.5222
24.151663,1.04,1.6562
24.159034,1.14,1.6588
24.16131,1.14,1.6043
24.162865,1.14,1.6254
24.165975,1.21,1.719
24.16753,1.29,1.6961
24.169084,1.17,1.8769
24.170639,1.02,1.5528
24.172194,1.1,1.5347
24.173749,1.02,1.5283
24.175304,1.22,1.7179
24.176859,0.83,1.6215
24.178414,1.28,1.5927
24.179969,1.32,1.6267
24.181524,1.14,1.6443
24.183078,1.11,1.6116
24.184633,0.9,1.7189
24.186188,0.82,1.5823
24.187743,0.88,1.6663
24.189298,0.93,1.6373
24.190853,0.83,1.8738
24.192408,0.84,1.5224
24.193963,0.89,1.5384
24.195518,0.76,1.7295
24.198627,0.95,1.7213
24.200182,0.97,1.6403
24.201737,0.96,1.5058
24.203292,1.09,1.8239
24.204847,0.94,1.6359
24.206402,1.03,1.6851
24.207957,0.94,1.5378
24.209512,0.9,1.4755
24.211067,0.92,1.5477
24.212621,0.96,1.6726
24.214176,0.83,1.4223
24.215731,0.95,1.6326
24.217286,0.95,1.6311
24.218841,1.06,1.546
24.220396,0.94,1.5292
24.221951,1.03,1.6745
24.223506,0.99,1.555
24.226615,0.9,1.5382
24.22817,0.98,1.4386
24.229725,1.05,1.502
24.232835,0.86,1.3748
24.235945,0.9,1.4924
24.2375,1.13,1.7257
24.239055,1.21,1.6512
24.24061,1.16,1.7766
24.242164,1.18,1.6543
24.243719,1.29,1.9792
24.245274,1.16,1.6102
24.246829,1.11,1.5822
24.248384,1.23,1.5829
24.249939,1.18,1.7781
24.251494,1.27,1.5635
24.253049,1.35,1.7443
24.254604,1.29,1.6929
24.256158,1.36,1.6692
24.257713,1.3,1.7589
24.259268,0.88,1.4863
24.260823,1.11,1.6845
24.262378,1.17,1.7094
24.265056,1.24,1.6834
24.268481,1.22,1.8923
24.271907,1.14,1.7623
24.275333,1.42,1.9597
24.278759,1.11,2.0143
24.282185,1.35,1.7772
24.285611,1.43,1.9045
24.289037,1.17,1.9028
24.292463,1.4,1.8423
24.295889,1.36,1.8269
24.299315,1.29,1.6619
24.302741,1.22,1.7489
24.309593,1.22,1.7748
24.313019,1.36,1.8579
24.316444,1.33,1.7413
24.323296,1.25,1.7752
24.333574,1.07,1.7391
24.337,1.43,1.8522
24.343282,1.3,1.7844
24.346423,1.25,1.7336
24.349564,1.4,1.8046
24.352705,1.09,1.7944
24.365269,1.18,1.8804
24.36841,1.21,1.7785
24.371551,0.99,1.7738
24.374692,1.17,1.8038
24.377833,1.01,1.6289
24.380974,0.93,1.5875
24.387256,1.25,1.7652
24.390397,1.11,1.6339
24.393538,1.29,1.8101
24.396679,1.39,1.8505
24.39982,1.2,1.6662
24.402961,1.01,1.7049
24.406102,1.1,1.9883
24.409243,1.33,1.9255
24.412384,1.28,1.674
24.415525,1.31,1.8332
24.418666,1.37,1.7466
24.421807,1.04,1.9945
24.424948,1.37,1.9588
24.428089,1.28,1.8762
24.43123,1.44,1.8952
24.434371,1.09,2.0987
24.440609,1.13,1.893
24.442613,1.14,1.9857
24.444617,1.24,2.008
24.446621,1.26,2.0014
24.448624,1.18,1.9646
24.450628,1.08,1.9043
24.454635,1.16,1.894
24.456639,1.22,2.0841
24.458643,0.9,1.8437
24.460647,1.16,1.9491
24.46265,1.02,1.8379
24.464654,0.93,1.5809
24.466658,0.93,1.721
24.468661,0.91,1.6648
24.470665,0.99,1.7795
24.474673,1.15,2.0415
24.476676,1.08,1.8538
24.47868,1.08,1.7223
24.480684,0.76,1.5074
24.482687,1.07,2.0549
24.484691,0.91,1.7555
24.486695,0.81,1.6599
24.488699,0.87,1.6635
24.490702,1.01,1.7139
24.492706,1.12,1.6962
24.49471,1.26,1.9622
24.496713,1.11,1.8767
24.498717,1.14,1.8076
24.500721,1.12,1.74
24.502725,0.84,1.9215
24.504728,1.11,1.7959
24.506732,0.82,1.9516
24.508736,0.93,1.8231
24.510739,1.04,1.8802
24.512743,0.8,1.8966
24.514747,0.91,1.9898
24.516751,1.09,1.9902
24.518754,0.99,2.0117
24.520758,0.98,1.7954
24.522762,1.1,1.8461
24.524765,0.99,1.9893
24.526769,1.14,1.7807
24.528773,1.19,1.8953
24.530776,0.93,1.8829
24.53278,1.04,1.8149
24.534784,1.07,1.8487
24.536788,0.99,1.664
24.538791,1.12,1.9331
24.540795,0.87,1.6096
24.542799,1.17,1.903
24.545147,1.09,1.8473
24.548011,1.13,2.027
24.550876,1.14,2.1671
24.55374,1.06,1.7686
24.556605,1.07,2.0438
24.559469,1.2,1.9418
24.562334,0.83,1.5977
24.565199,1.18,1.9049
24.568063,0.84,1.544
24.570928,0.98,1.8407
24.573792,0.85,1.6901
24.576657,1.03,1.7858
24.579521,0.91,1.7963
24.582386,1.04,1.7829
24.58525,0.88,1.7921
24.588115,0.98,1.8204
24.590979,0.75,1.4494
24.593844,1.18,1.6427
24.596708,0.88,1.5076
24.599573,0.67,1.57
24.605302,0.85,1.7363
24.611031,1.06,1.5577
24.613896,1.06,1.8323
24.61676,0.83,1.5672
24.619625,1.05,1.7465
24.622489,1.0,1.687
24.625354,0.86,1.5226
24.628218,1.13,1.8673
24.631083,1.03,1.4602
24.633947,1.06,1.574
24.636812,1.04,1.5823
24.639676,0.88,1.452
24.641624,1.03,1.51
24.642541,1.06,1.8294
24.645405,1.25,1.9785
24.645635,1.06,1.63
24.64827,1.26,2.0298
24.649759,1.08,1.76
24.651134,1.14,1.8351
24.652853,1.18,1.91
24.653999,1.22,1.9346
24.655279,1.12,1.88
24.657413,1.14,2.0
24.659547,1.26,1.99
24.661681,1.23,1.88
24.663815,1.4,1.93
24.665949,1.15,1.93
24.668082,1.2,1.85
24.670216,1.21,1.74
24.67235,1.22,1.85
24.674484,1.23,1.97
24.676618,1.16,1.73
24.678752,1.17,1.65
24.680886,1.21,1.75
24.683019,1.24,1.93
24.685153,1.08,1.8
24.687287,1.35,1.94
24.689421,1.17,1.78
24.691555,1.06,1.84
24.693689,1.11,1.78
24.695822,1.08,1.69
24.697956,1.14,1.79
24.70009,1.16,1.78
24.702224,1.26,1.78
24.704358,1.01,1.77
24.706492,1.09,1.67
24.708626,1.11,1.86
24.710759,1.1,1.61
24.712893,0.94,1.88
24.715027,0.91,1.72
24.717161,0.81,1.78
24.719295,1.18,1.75
24.721429,0.78,1.72
24.723563,0.94,1.75
24.725696,0.96,1.7
24.72783,0.89,1.7
24.729964,1.03,1.71
24.732098,1.21,1.83
24.734232,0.76,1.82
24.736366,1.03,1.82
24.736366,0.96,1.57
24.7385,1.06,1.65
24.742767,0.97,1.77
24.744901,1.09,1.83
24.747035,1.04,1.9
24.751303,0.98,1.81
24.753436,1.06,1.8
24.75557,0.93,1.75
24.757704,0.8,1.89
24.759838,0.95,1.74
24.761972,1.0,1.91
24.76624,1.12,1.79
24.768373,1.16,1.78
24.770507,0.92,1.68
24.772641,1.01,1.99
24.774775,1.21,1.75
24.776909,1.14,1.82
24.779043,1.19,1.76
24.781177,1.05,2.03
24.78331,0.91,2.1
24.785444,1.0,2.0
24.787578,1.04,1.75
24.789712,1.0,1.97
24.791846,0.99,1.78
24.79398,1.05,1.87
24.796113,1.13,1.91
24.798247,0.99,1.54
24.800381,1.18,1.91
24.802515,1.08,1.85
24.804649,1.0,2.05
24.806783,1.08,1.94
24.808917,1.18,1.88
24.81105,1.09,1.86
24.813184,1.02,1.93
24.815318,1.07,1.87
24.817452,0.85,2.03
24.819586,0.96,1.9
24.82172,0.99,1.83
24.8246,1.01,1.96
24.8286,0.84,2.0
24.8326,0.81,1.92
24.8366,0.93,1.68
24.8406,0.96,1.98
24.8446,0.96,1.82
24.8486,0.83,1.49
24.8526,0.69,1.81
24.8606,0.57,1.51
24.8646,0.76,1.66
24.8686,0.73,1.66
24.8766,0.82,1.75
24.880599,0.69,1.63
24.884599,0.8,1.69
24.888599,0.87,1.85
24.892599,0.7,1.6
24.900599,0.7,1.73
24.904599,0.93,1.74
24.908599,0.79,1.81
24.912599,0.68,1.82
24.916599,0.92,1.92
24.920599,0.78,2.15
24.924599,0.88,1.85
24.932599,0.91,1.74
24.936337,0.96,2.04
24.93968,1.01,1.95
24.943024,0.89,1.78
24.946368,1.21,1.86
24.949712,0.98,2.02
24.959743,0.81,1.88
24.963087,0.76,1.91
24.969774,0.85,1.82
24.973118,0.85,2.01
24.976462,0.94,2.07
24.979806,0.91,1.92
24.986493,0.87,1.78
24.989837,0.77,1.73
24.996525,0.66,2.11
24.999868,0.98,1.81
25.003212,0.73,1.66
25.006556,0.84,1.81
25.0099,0.91,1.9
25.019931,0.78,1.92
25.023275,1.07,1.96
25.026619,1.03,1.97
25.029962,0.94,1.81
25.033306,0.82,1.84
25.03665,0.96,1.88
25.039994,0.96,1.98
25.043593,0.98,2.06
25.047574,1.09,1.82
25.051556,0.86,1.9
25.055537,1.11,1.69
25.059519,1.22,1.77
25.0635,0.97,1.87
25.067482,1.1,1.88
25.071463,0.85,2.01
25.075445,0.92,1.84
25.079426,0.74,1.65
25.083408,0.88,1.81
25.087389,0.86,1.73
25.091371,0.91,1.77
25.095352,0.65,1.62
25.099334,1.08,1.75
25.103315,0.95,1.62
25.107297,1.03,1.95
25.111278,0.95,1.86
25.11526,1.09,1.8
25.119241,0.77,1.8
25.123223,0.92,1.93
25.127204,0.99,1.76
25.131186,0.93,1.84
25.135167,0.76,1.72
25.139149,0.87,1.9
25.14313,1.08,1.85
25.147112,0.75,1.72
25.151093,0.77,1.62
25.155075,0.84,1.75
25.159056,0.79,1.75
25.163038,1.09,1.84
25.167019,0.63,1.82
25.171001,0.86,1.75
25.174982,1.07,1.87
25.178964,0.94,1.75
25.182945,0.73,1.65
25.186927,0.88,1.81
25.190908,1.09,1.9
25.19489,1.02,1.9
25.198871,1.02,1.91
25.202853,0.92,1.87
25.206834,1.01,1.64
25.210816,0.95,1.75
25.214623,1.03,1.87
25.217733,0.86,1.73
25.220844,0.88,1.85
25.223954,1.13,2.06
25.227065,0.97,1.81
25.230175,1.04,1.82
25.233286,0.97,1.8
25.236396,1.12,2.02
25.239506,0.78,1.75
25.242617,0.66,1.81
25.245727,0.58,1.62
25.248838,0.92,2.07
25.251948,0.61,1.82
25.255058,0.78,1.73
25.258169,0.94,1.87
25.261279,0.74,1.53
25.26439,0.48,1.75
25.2675,0.57,1.87
25.27061,0.93,1.65
25.273721,0.85,1.72
25.276831,0.65,1.6
25.279942,0.7,1.69
25.283052,0.9,1.69
25.286162,0.9,1.75
25.289273,0.93,1.72
25.292383,0.91,1.82
25.295494,0.83,1.81
25.298604,1.03,1.91
25.301714,0.94,1.84
25.304825,0.96,1.69
25.307935,0.83,1.83
25.311046,0.97,1.87
25.314156,0.9,1.67
25.317267,0.97,1.97
25.323724,0.96,1.84
25.32713,1.02,1.86
25.330537,0.81,1.64
25.333943,0.77,1.91
25.337349,0.92,1.98
25.340755,0.94,1.95
25.344162,0.86,1.89
25.347568,0.58,1.6
25.350974,0.83,1.77
25.354381,0.71,1.81
25.357787,0.82,1.92
25.361193,0.76,1.89
25.364599,1.08,2.04
25.368006,0.95,1.91
25.371412,0.82,1.87
25.374818,0.66,1.62
25.378225,0.78,1.67
25.381631,0.74,1.53
25.385037,0.72,1.74
25.388443,0.83,1.69
25.39185,0.68,1.42
25.395256,0.78,1.65
